YEAR,MO,DY,SRAD,WS10M,T,T2MDEW,T2M_MAX,T2M_MIN,rain,RH,date
2019,5,29,1.91,1.3,24.58,20.78,28.94,21.54,5.27,81.38,29 May 2019
2019,5,30,2,0.91,23.24,21.44,25.98,21.36,5.27,90.62,30 May 2019
2019,5,31,3.02,1.06,23.24,20.85,26.73,20.35,42.19,87.44,31 May 2019
2019,6,1,1.75,1.52,23.3,20.2,27.17,19.51,0,84.19,01 June 2019
2019,6,2,2.2,1.54,22.87,21.51,25.12,21.6,5.27,92.81,02 June 2019
2019,6,3,2.32,1.29,23.43,21.18,27.37,20.99,0,88.62,03 June 2019
2019,6,4,2.13,1.52,23.73,20.22,28.26,20.07,5.27,82.88,04 June 2019
2019,6,5,2.71,1.35,23.06,20.73,26.13,21.08,5.27,88.06,05 June 2019
2019,6,6,2.04,1.07,22.82,20.8,26.26,20.13,10.55,89.81,06 June 2019
2019,6,7,1.66,0.89,23.33,20.81,26.98,20.83,5.27,87.19,07 June 2019
2019,6,8,2.32,1.48,23.51,20.49,27.12,20.92,0,84.38,08 June 2019
2019,6,9,2.39,0.83,21.84,19.65,24.94,19.58,5.27,88.44,09 June 2019
2019,6,10,1.71,1.32,22.19,20.59,25.12,19.4,5.27,91.44,10 June 2019
2019,6,11,2.01,1.15,22.48,20.21,26.2,18.51,5.27,88.38,11 June 2019
2019,6,12,1.86,0.98,23.34,20.35,27.2,19.64,0,84.94,12 June 2019
2019,6,13,2.36,1.02,23.69,20.76,27.6,20.8,0,85.12,13 June 2019
2019,6,14,2.47,1.07,23.86,21.63,27.72,21.26,0,88.44,14 June 2019
2019,6,15,2.85,0.95,24.08,21.11,28.65,21.02,0,85.38,15 June 2019
2019,6,16,1.87,1.22,22.78,20.66,25.51,20.47,0,88.75,16 June 2019
2019,6,17,1.55,1.18,22.39,20.3,25.87,18.76,21.09,89.25,17 June 2019
2019,6,18,2.31,1.02,22.33,20.25,25.04,20.56,5.27,89.12,18 June 2019
2019,6,19,1.57,1.3,23.48,21.1,26.99,20.5,15.82,87.69,19 June 2019
2019,6,20,2.16,1.36,22.66,20.86,25.75,20.3,5.27,90.81,20 June 2019
2019,6,21,1.52,1.16,22.18,20.65,24.29,20.57,5.27,91.81,21 June 2019
2019,6,22,1.83,1.48,22.62,20.99,25.69,20.02,0,91.5,22 June 2019
2019,6,23,1.69,1.2,22.68,20.26,25.48,20.32,0,87.5,23 June 2019
2019,6,24,2.2,1.04,22.74,20.9,25.76,20.16,15.82,90.62,24 June 2019
2019,6,25,1.79,0.88,22.21,19.09,26.67,19.21,0,84.5,25 June 2019
2019,6,26,2.21,1.36,22.63,20.1,26.3,19.33,0,86.62,26 June 2019
2019,6,27,2.98,1.37,23.3,19.96,27.29,19.84,0,82.94,27 June 2019
2019,6,28,2.62,1.05,23.37,21.03,26.49,20.69,5.27,87.81,28 June 2019
2019,6,29,2.11,1.25,22.9,20.98,25.37,21.15,0,89.88,29 June 2019
2019,6,30,2.23,1.17,22.4,19.83,25.37,19.91,0,86.25,30 June 2019
2019,7,1,1.08,0.88,22.62,18.4,26.69,19.83,5.27,78.75,01 July 2019
2019,7,2,1.89,0.98,21.43,19.23,24.47,19.14,5.27,88.25,02 July 2019
2019,7,3,2.95,1.11,22.72,19.78,27.07,19.14,0,84.94,03 July 2019
2019,7,4,3.18,1.19,22.98,18.33,27.76,18.26,0,77.69,04 July 2019
2019,7,5,1.05,1.04,22.47,21.4,24.3,21.05,10.55,94.38,05 July 2019
2019,7,6,2.74,0.84,22.46,19.92,25.73,20.24,0,87.25,06 July 2019
2019,7,7,2.58,1.38,23.48,19.88,28.05,19.58,0,82.38,07 July 2019
2019,7,8,2.68,1.17,22.72,19.38,26.13,20.49,5.27,83.56,08 July 2019
2019,7,9,1.62,1.29,22.7,19.72,26.69,19.77,0,84.88,09 July 2019
2019,7,10,1.76,0.98,22.02,19.33,25.5,19.14,0,86.19,10 July 2019
2019,7,11,2.49,1.35,23.08,19.08,27.63,18.67,0,80.06,11 July 2019
2019,7,12,2.36,1.3,23.23,20.1,27.25,20.09,0,84.44,12 July 2019
2019,7,13,2.07,0.99,22.33,20.38,25.13,20.39,15.82,89.88,13 July 2019
2019,7,14,2.45,0.98,22.8,19.28,27.01,19.58,0,82.12,14 July 2019
2019,7,15,3.09,1.25,23.58,19.33,28.26,19.51,0,78.69,15 July 2019
2019,7,16,1.47,1.26,23.05,20.78,26.62,19.86,10.55,88.38,16 July 2019
2019,7,17,2.63,0.95,22.48,20.53,25.36,20.6,0,90,17 July 2019
2019,7,18,2.14,1.41,22.91,19.91,26.78,20.06,10.55,84.69,18 July 2019
2019,7,19,2.56,1.24,22.59,20.1,26.36,19.79,5.27,87.25,19 July 2019
2019,7,20,2.03,1.16,23.28,20.16,27.12,20.3,0,84.12,20 July 2019
2019,7,21,2.43,1.25,23.12,21.01,26.2,20.45,0,89.06,21 July 2019
2019,7,22,1.89,1.25,22.85,21.17,26.43,20.84,5.27,91.56,22 July 2019
2019,7,23,1.49,1.01,21.98,19.54,25.29,20.07,5.27,87.19,23 July 2019
2019,7,24,2.2,1.13,22.78,18.08,27.38,18.93,0,76.56,24 July 2019
2019,7,25,2.69,1.23,23.49,18.76,28.24,19.62,0,76.94,25 July 2019
2019,7,26,1.54,1.07,22.28,20.42,24.51,19.73,10.55,90.44,26 July 2019
2019,7,27,2.43,1.39,22.51,18.43,27.09,18.81,0,79.81,27 July 2019
2019,7,28,2.11,1.34,22.49,17.37,27.05,18.98,0,75.94,28 July 2019
2019,7,29,2.65,1.38,23.23,19.57,27.9,19.45,0,81.69,29 July 2019
2019,7,30,2.66,1.41,23.67,19.8,28.23,20.25,0,80.94,30 July 2019
2019,7,31,2.26,1.55,24.18,19.33,29.05,20.58,0,76.75,31 July 2019
2019,8,1,1.67,1.27,24.03,20.22,28.76,20.66,0,81.56,01 August 2019
2019,8,2,2.18,1.3,24,21.12,28.05,20.75,5.27,85.62,02 August 2019
2019,8,3,0.97,1.51,23.84,21.76,27.61,21.75,5.27,89.44,03 August 2019
2019,8,4,2.05,1.14,23.26,21.08,27.16,21.15,10.55,89.06,04 August 2019
2019,8,5,2.18,1.33,23.18,20.16,27.37,20.01,0,85.25,05 August 2019
2019,8,6,1.76,1.55,23.6,19.4,28.48,19.98,0,79.31,06 August 2019
2019,8,7,2.05,1.45,24.12,18.66,29.2,20.37,0,73.75,07 August 2019
2019,8,8,1.93,1.37,24.01,20.22,28.51,20.69,5.27,81.38,08 August 2019
2019,8,9,2.68,1.34,24.26,20.12,28.93,20.99,0,80.19,09 August 2019
2019,8,10,2.14,1.26,24.02,20.62,27.81,20.96,0,83.06,10 August 2019
2019,8,11,1.69,1.45,24.07,21.31,27.94,21.3,0,86.12,11 August 2019
2019,8,12,2.41,1.4,24.42,20.52,29.4,20.6,0,81.31,12 August 2019
2019,8,13,1.97,1.39,23.61,21.04,26.98,21.65,0,86.81,13 August 2019
2019,8,14,1.37,0.99,22.73,20.9,26.56,20.69,10.55,90.75,14 August 2019
2019,8,15,1.46,1.3,22.9,19.48,27.18,19.54,0,83.12,15 August 2019
2019,8,16,0.88,1.08,21.68,19.44,24.9,18.97,5.27,88.44,16 August 2019
2019,8,17,2.35,1.12,21.9,17.52,26.69,17.75,5.27,78.56,17 August 2019
2019,8,18,2.34,1.66,23.06,20.51,26.83,20.26,5.27,86.5,18 August 2019
2019,8,19,1.85,1.34,22.87,20.83,26.3,20.31,5.27,89.75,19 August 2019
2019,8,20,2.51,1.05,22.01,19.04,25.99,19.26,10.55,85.12,20 August 2019
2019,8,21,2.75,1.43,23.73,18.5,28.41,19.91,0,74.81,21 August 2019
2019,8,22,2.01,1.32,24.01,20.33,27.97,21.58,0,81.31,22 August 2019
2019,8,23,1.64,1.19,23.23,20.36,26.73,21.01,5.27,85.38,23 August 2019
2019,8,24,2.13,1.35,23.08,20.3,26.69,20.71,5.27,85.81,24 August 2019
2019,8,25,2.73,1.34,23.37,19.99,27.68,20.65,0,83.12,25 August 2019
2019,8,26,2.64,1.42,23.35,19.2,27.65,19.58,0,79.38,26 August 2019
2019,8,27,2.8,1.34,23.76,19.83,28.11,20.83,15.82,80.94,27 August 2019
2019,8,28,2.45,1.56,23.54,20.87,28.3,19.56,21.09,86.94,28 August 2019
2019,8,29,3.09,1.37,24.18,20.11,28.6,21.12,5.27,80.44,29 August 2019
2019,8,30,3.02,1.37,24.17,19.77,28.4,20.51,0,78.75,30 August 2019
2019,8,31,2.7,1.34,24.3,20.34,28.72,20.79,0,80.5,31 August 2019
2019,9,1,2.49,1.38,24.11,20.28,28.23,20.79,0,81.31,01 September 2019
2019,9,2,2.17,1.2,23.86,20.46,27.83,21.1,0,82.81,02 September 2019
2019,9,3,2.75,1.31,24.18,19.32,28.26,20.98,0,76.69,03 September 2019
2019,9,4,2.84,1.39,23.98,17.85,28.21,20.65,0,71.19,04 September 2019
2019,9,5,1.57,1.3,24.26,18.69,29.95,20.46,5.27,73.94,05 September 2019
2019,9,6,2.68,1.44,24.13,20.08,28.44,21.19,0,79.94,06 September 2019
2019,9,7,2.58,1.54,24.8,19.08,30.21,20.53,0,73.75,07 September 2019
2019,9,8,2.52,1.62,25.04,18.37,30.95,20.6,0,70.12,08 September 2019
2019,9,9,2.57,1.31,25.02,18.99,30.19,21.37,0,72.06,09 September 2019
2019,9,10,2.72,1.09,25.32,20.5,30.08,22.01,0,77,10 September 2019
2019,9,11,2.72,1.22,24.64,19.18,29.33,21.04,0,74,11 September 2019
2019,9,12,2.36,1.5,23.81,21.19,27.38,21.3,15.82,86.56,12 September 2019
2019,9,13,2.39,1.45,24.48,20.23,29.23,20.8,0,79.62,13 September 2019
2019,9,14,2.42,1.32,24.62,20.45,28.97,21.47,0,79.69,14 September 2019
2019,9,15,2.73,1.18,25.03,20.5,29.99,21.26,0,78.25,15 September 2019
2019,9,16,2.88,0.98,24.05,21.12,27.02,21.99,0,84.75,16 September 2019
2019,9,17,2.14,1.27,24.86,19.25,30.33,20.54,5.27,73.81,17 September 2019
2019,9,18,2.75,1.41,24.85,20.69,30.14,21.33,0,79.94,18 September 2019
2019,9,19,1.88,1.11,24.29,21.2,28.55,21.12,0,84.75,19 September 2019
2019,9,20,2.59,0.92,23.67,21.62,26.6,21.41,10.55,89.38,20 September 2019
2019,9,21,2.23,0.97,23.6,20.28,27.65,20.92,0,83.75,21 September 2019
2019,9,22,2.73,1.43,25,19.8,30.32,21.76,5.27,75.75,22 September 2019
2019,9,23,2.25,1.2,22.91,21.12,26.36,20.76,5.27,90.81,23 September 2019
2019,9,24,2.51,0.93,23.58,20.9,28.14,20.5,10.55,87,24 September 2019
2019,9,25,2.73,1.15,23.7,20.88,28.48,21,5.27,86.44,25 September 2019
2019,9,26,1.77,1.28,24.17,19.75,28.76,20.7,0,79.12,26 September 2019
2019,9,27,2.8,1.28,24.44,19.9,28.79,21.78,0,78,27 September 2019
2019,9,28,2.74,1.23,24.79,19.95,30.48,20.5,10.55,77.62,28 September 2019
2019,9,29,2.81,1.36,23.38,21.44,26.85,20.39,10.55,90.12,29 September 2019
2019,9,30,2.94,1.09,23.86,21.38,27.73,21.6,5.27,87.56,30 September 2019
2019,10,1,2.89,1.29,24.49,20.71,29.08,20.72,0,81.5,01 October 2019
2019,10,2,2.95,0.87,23.9,21.07,27.81,21.47,10.55,85.5,02 October 2019
2019,10,3,0.68,0.94,23.23,19.84,26.66,20.55,5.27,83.19,03 October 2019
2019,10,4,2.85,0.99,22.86,19.86,26.12,19.88,21.09,84.44,04 October 2019
2019,10,5,2.81,1.16,23.51,18.91,27.9,19.44,0,77.5,05 October 2019
2019,10,6,3.1,1.29,23.89,19.25,28.44,20.23,10.55,77.56,06 October 2019
2019,10,7,2.39,1.09,23.43,20.4,27.46,20.87,5.27,84.62,07 October 2019
2019,10,8,2.18,1.42,23.55,19.92,27.25,21.05,5.27,81.75,08 October 2019
2019,10,9,2.26,1.27,22.44,19.4,25.35,20.43,15.82,84.62,09 October 2019
2019,10,10,2.01,1.13,23.06,20.43,27.2,19.63,5.27,86.81,10 October 2019
2019,10,11,1.68,1.16,22.55,21.08,25.98,20.36,5.27,92.44,11 October 2019
2019,10,12,2.17,1.41,23.19,21.02,27.01,20.41,0,89,12 October 2019
2019,10,13,2.93,1.12,23.34,20.1,27.38,20.23,0,84.12,13 October 2019
2019,10,14,2.87,0.98,22.9,18.22,27.19,19.31,0,76.75,14 October 2019
2019,10,15,1.64,1.23,22.72,19.15,26.01,20.31,10.55,81.62,15 October 2019
2019,10,16,2.39,1.24,22.82,19.45,27.02,19.35,0,82.88,16 October 2019
2019,10,17,1.81,1.18,23.33,20.36,27.71,19.26,5.27,85.5,17 October 2019
2019,10,18,2.34,0.92,22.64,21.38,25.44,21.01,10.55,93.44,18 October 2019
2019,10,19,2.46,0.95,21.76,19.06,25.4,18.76,0,86.19,19 October 2019
2019,10,20,2.03,1.25,23.3,19.68,27.32,20.15,0,81.44,20 October 2019
2019,10,21,2.8,1.2,23.51,20.22,28.14,19.89,5.27,83.81,21 October 2019
2019,10,22,2.68,1.27,22.92,19.96,27.67,19.28,5.27,85.31,22 October 2019
2019,10,23,2.85,1.3,23.18,19.93,27.89,19.26,0,83.81,23 October 2019
2019,10,24,2.07,0.85,21.61,19.36,24.04,19.52,5.27,88.31,24 October 2019
2019,10,25,1.25,1.47,23.08,20.41,27.78,19.7,0,86.25,25 October 2019
2019,10,26,3.03,1.24,23.94,20.98,28.05,20.76,0,85.31,26 October 2019
2019,10,27,2.65,1.27,23.83,21.3,27.24,20.87,0,87,27 October 2019
2019,10,28,2.46,1.24,23.7,21.53,27.21,21.09,5.27,88.75,28 October 2019
2019,10,29,2.75,0.69,23.59,21.12,26.95,21.04,5.27,87.44,29 October 2019
2019,10,30,2.79,0.99,23.82,21.3,27.65,20.94,0,87.25,30 October 2019
2019,10,31,2,1.11,24.17,20.94,27.89,20.97,0,83.44,31 October 2019
2019,11,1,2.69,1.02,24.21,21.86,27.33,21.96,0,87.94,01 November 2019
2019,11,2,2.13,1.37,24.72,20.9,29.05,21.15,0,81.12,02 November 2019
2019,11,3,2.75,1.2,24.39,20.13,29.44,20.81,0,79.5,03 November 2019
2019,11,4,2.77,1.05,23.64,20.58,27.74,20.76,0,84.69,04 November 2019
2019,11,5,2.74,1.21,23.72,20.01,28.52,20.17,0,81.31,05 November 2019
2019,11,6,2.82,1.26,24.11,18.8,29.43,20,0,74.44,06 November 2019
2019,11,7,2.17,1.26,24.29,20.87,28.48,21.24,0,83,07 November 2019
2019,11,8,2.41,1.32,24.77,20.87,29.4,21.58,0,80.88,08 November 2019
2019,11,9,2.16,1.12,24.24,21.33,28.19,21.76,0,85.12,09 November 2019
2019,11,10,1.74,0.91,23.75,21.59,27.34,21.2,21.09,88.94,10 November 2019
2019,11,11,2.37,0.98,22.94,19.85,27.42,19.27,10.55,84.5,11 November 2019
2019,11,12,2.18,1.16,24.01,20.78,28.27,20.91,5.27,83.44,12 November 2019
2019,11,13,2.36,1.11,22.95,21.58,25.82,20.76,26.37,92.88,13 November 2019
2019,11,14,2.65,1.05,23.3,20.75,27.76,19.36,5.27,87,14 November 2019
2019,11,15,2.3,0.88,22.3,21.09,23.99,20.71,10.55,93.62,15 November 2019
2019,11,16,2.39,1,22.85,19.98,26.54,20.25,0,84.81,16 November 2019
2019,11,17,2.51,1.3,23.74,20.09,28.26,19.55,0,81.75,17 November 2019
2019,11,18,2.34,1.09,23.69,20.94,27.58,21.19,0,85.88,18 November 2019
2019,11,19,2.09,0.86,23.05,20.92,26,20.99,0,88.69,19 November 2019
2019,11,20,2.19,1.27,23.17,20.24,27.43,20.4,0,84.75,20 November 2019
2019,11,21,2.23,1.28,22.48,19.3,26.73,19.92,5.27,83.31,21 November 2019
2019,11,22,2.23,1.05,23.26,19.01,27.7,19.35,0,78.38,22 November 2019
2019,11,23,2.68,1.2,23.55,19.79,28.12,20.01,0,80.94,23 November 2019
2019,11,24,2.64,1.18,24.05,19.81,28.98,20.16,0,78.56,24 November 2019
2019,11,25,1.94,1.3,23.88,20.88,28.23,20.4,0,84.81,25 November 2019
2019,11,26,2.41,1.02,24.32,20.81,27.87,21.6,0,82.19,26 November 2019
2019,11,27,2.45,1.04,23.93,20.52,27.95,21.26,0,82.44,27 November 2019
2019,11,28,2.49,0.9,24.18,20.06,28.6,20.48,0,79.44,28 November 2019
2019,11,29,2.57,1.27,25.04,20.06,29.96,20.75,0,75.44,29 November 2019
2019,11,30,2.34,1.03,24.85,20.54,29.88,20.32,0,79.25,30 November 2019
2019,12,1,2.69,1.33,24.8,20.33,29.69,20.54,0,78.44,01 December 2019
2019,12,2,2.54,1.32,25.1,20.37,30.26,21.37,0,77.19,02 December 2019
2019,12,3,2.59,0.94,23.88,20.86,26.51,21.6,0,84.06,03 December 2019
2019,12,4,2.82,0.95,24.74,19.08,30.15,20.55,0,73.56,04 December 2019
2019,12,5,2.67,1.14,24.48,19,29.44,20.6,0,73.5,05 December 2019
2019,12,6,2.86,1.08,24.91,17.48,30.86,20.48,0,66.06,06 December 2019
2019,12,7,2.51,1.26,25.18,19.4,31.17,20.28,0,72.81,07 December 2019
2019,12,8,2.32,0.87,23.88,20.38,27.51,21.18,10.55,82.5,08 December 2019
2019,12,9,2.61,0.89,23.76,19.26,28.42,20.65,0,77.81,09 December 2019
2019,12,10,2.65,1.2,24.19,19.6,28.94,20.08,0,77.31,10 December 2019
2019,12,11,2.59,1.05,24.03,18.56,28.72,20.4,0,73.62,11 December 2019
2019,12,12,2.37,1.2,24.01,18.76,29.6,19.57,0,74.44,12 December 2019
2019,12,13,1.94,1.19,24.13,19.45,28.83,21.36,0,76.62,13 December 2019
2019,12,14,2.36,1.17,24.15,19.83,28.73,20.48,0,78.38,14 December 2019
2019,12,15,1.73,1.24,24.16,20.26,27.65,21.05,0,80,15 December 2019
2019,12,16,2,0.99,24.59,19.9,29.03,21.55,0,76.69,16 December 2019
2019,12,17,2.14,1.47,24.65,19.44,30.03,20.38,0,74.94,17 December 2019
2019,12,18,2.33,1.3,24.02,19.61,28.5,20.43,0,78,18 December 2019
2019,12,19,2.57,1.26,24.96,19.4,30.14,20.87,0,73.25,19 December 2019
2019,12,20,1.92,1.2,24.22,20.65,28.17,20.92,0,81.62,20 December 2019
2019,12,21,1.4,1.37,24.58,20.26,29.66,20.73,0,79.31,21 December 2019
2019,12,22,2.55,1.3,24.91,19.8,29.69,21.28,0,74.81,22 December 2019
2019,12,23,2.78,1.47,25.56,19.82,30.82,21.23,0,72.56,23 December 2019
2019,12,24,2.38,1.48,25.52,20.06,29.89,22.08,0,73.75,24 December 2019
2019,12,25,2,1.26,25.53,20.37,30.26,21.35,0,75.06,25 December 2019
2019,12,26,1.88,1.17,24.73,21.15,28.5,21.81,0,81.75,26 December 2019
2019,12,27,2.3,1.27,25.59,20.64,31.08,21.18,0,76.75,27 December 2019
2019,12,28,2.49,1.33,25.73,20.63,30.91,22.19,0,75.62,28 December 2019
2019,12,29,1.76,1.34,25.6,20.14,31.04,21.85,0,74.38,29 December 2019
2019,12,30,2.19,1.17,24.59,19.08,29.44,20.47,5.27,73.31,30 December 2019
2019,12,31,2.45,1.09,24,18.44,29.69,20.31,5.27,73.56,31 December 2019
2020,1,1,2.47,1.2,23.75,17.71,30.01,18.31,5.27,71.88,01 January 2020
2020,1,2,2.9,1.1,24.23,17.15,30.19,19.08,0,67.38,02 January 2020
2020,1,3,2.98,1.03,24.48,17.03,30.49,19.94,0,65.5,03 January 2020
2020,1,4,2.95,1.28,24.64,16.03,31.37,19.42,0,62.19,04 January 2020
2020,1,5,2.9,1.38,25.3,17.08,31.53,20.44,0,62.75,05 January 2020
2020,1,6,2.92,1.26,25.55,17.2,31.77,20.38,0,62.69,06 January 2020
2020,1,7,2.82,0.9,25.15,17.72,31.1,20.83,0,65.81,07 January 2020
2020,1,8,2.79,1.05,24.99,17.46,30.66,20.22,0,64.88,08 January 2020
2020,1,9,2.71,0.83,24.51,16.39,30.15,20.34,0,63.06,09 January 2020
2020,1,10,2.83,1.11,23.69,17.09,28.35,19.7,0,68.25,10 January 2020
2020,1,11,2.68,1.62,24.44,17.19,29.98,20.08,0,66.69,11 January 2020
2020,1,12,2.42,1.22,24.23,17.12,28.86,20.07,0,66,12 January 2020
2020,1,13,2.16,1.59,23.98,16.87,29.57,19.91,0,66.25,13 January 2020
2020,1,14,2.31,1.55,24.37,17.37,30.09,20.47,0,66.88,14 January 2020
2020,1,15,2.67,1.3,24.94,18.1,30.34,20.16,0,67.94,15 January 2020
2020,1,16,1.6,1.71,25.88,19.02,31.17,21.39,0,67.75,16 January 2020
2020,1,17,2.14,1.56,26.15,18.51,31.7,21.76,0,64.94,17 January 2020
2020,1,18,2.06,1.76,26.44,18.85,32.01,22.02,0,65.19,18 January 2020
2020,1,19,2.12,1.16,24.5,18.68,27.69,22.39,0,70.88,19 January 2020
2020,1,20,2.33,0.9,22.64,19.8,25.12,20.8,5.27,84.56,20 January 2020
2020,1,21,2.42,1.28,24.49,19.15,29.86,20.61,5.27,74.69,21 January 2020
2020,1,22,2.22,1.17,24.24,19.35,28.7,22.2,0,76,22 January 2020
2020,1,23,2.57,1.41,26.78,18.77,33.05,21.2,0,64.62,23 January 2020
2020,1,24,1.83,1.03,26.3,19.43,31.04,22.36,0,67.56,24 January 2020
2020,1,25,2.54,1.23,25.8,19.51,31.17,21.8,0,71.31,25 January 2020
2020,1,26,2.51,1.31,25.02,19.2,30.3,20.86,10.55,72.56,26 January 2020
2020,1,27,2.95,1.14,25.41,19.06,31.19,21.25,0,71,27 January 2020
2020,1,28,2.48,1.58,26.55,18.2,32.68,21.19,0,62.81,28 January 2020
2020,1,29,2.55,1.21,26.56,18.46,31.58,22.33,0,63,29 January 2020
2020,1,30,2.82,1.2,26.24,17.3,32.14,20.4,0,60.69,30 January 2020
2020,1,31,2.14,1.62,26,17.97,31.53,21.17,0,62.81,31 January 2020
2020,2,1,2.75,1.15,26.68,18.97,31.31,23.07,5.27,64.12,01 February 2020
2020,2,2,2.39,1.15,25.99,18.79,31.03,21.59,0,66.25,02 February 2020
2020,2,3,2.75,1.1,25.23,17.6,29.98,21.66,0,64.81,03 February 2020
2020,2,4,3.01,1.14,25.54,15.6,31.95,21.11,0,57.12,04 February 2020
2020,2,5,3.2,1.06,25.69,13.89,32.49,20.05,0,50.31,05 February 2020
2020,2,6,3.16,1.05,25.69,13.83,32.48,20.17,0,50.31,06 February 2020
2020,2,7,2.94,1.2,25.42,16.08,32.08,20.35,0,58.12,07 February 2020
